kmer_2_AA,kmer_2_AC,kmer_2_AG,kmer_2_AT,kmer_2_CA,kmer_2_CC,kmer_2_CG,kmer_2_CT,kmer_2_GA,kmer_2_GC,kmer_2_GG,kmer_2_GT,kmer_2_TA,kmer_2_TC,kmer_2_TG,kmer_2_TT,kmer_3_AAA,kmer_3_AAC,kmer_3_AAG,kmer_3_AAT,kmer_3_ACA,kmer_3_ACC,kmer_3_ACG,kmer_3_ACT,kmer_3_AGA,kmer_3_AGC,kmer_3_AGG,kmer_3_AGT,kmer_3_ATA,kmer_3_ATC,kmer_3_ATG,kmer_3_ATT,kmer_3_CAA,kmer_3_CAC,kmer_3_CAG,kmer_3_CAT,kmer_3_CCA,kmer_3_CCC,kmer_3_CCG,kmer_3_CCT,kmer_3_CGA,kmer_3_CGC,kmer_3_CGG,kmer_3_CGT,kmer_3_CTA,kmer_3_CTC,kmer_3_CTG,kmer_3_CTT,kmer_3_GAA,kmer_3_GAC,kmer_3_GAG,kmer_3_GAT,kmer_3_GCA,kmer_3_GCC,kmer_3_GCG,kmer_3_GCT,kmer_3_GGA,kmer_3_GGC,kmer_3_GGG,kmer_3_GGT,kmer_3_GTA,kmer_3_GTC,kmer_3_GTG,kmer_3_GTT,kmer_3_TAA,kmer_3_TAC,kmer_3_TAG,kmer_3_TAT,kmer_3_TCA,kmer_3_TCC,kmer_3_TCG,kmer_3_TCT,kmer_3_TGA,kmer_3_TGC,kmer_3_TGG,kmer_3_TGT,kmer_3_TTA,kmer_3_TTC,kmer_3_TTG,kmer_3_TTT,DCC_Twist.Tilt.lag.1,DCC_Twist.Tilt.lag.2,DCC_Tilt.Twist.lag.1,DCC_Tilt.Twist.lag.2,DACC_Twist.lag1,DACC_Twist.lag2,DACC_Tilt.lag1,DACC_Tilt.lag2,DACC_Twist.Tilt.lag.1,DACC_Twist.Tilt.lag.2,DACC_Tilt.Twist.lag.1,DACC_Tilt.Twist.lag.2,TCC_Dnase I.Nucleosome.lag.1,TCC_Dnase I.Nucleosome.lag.2,TCC_Nucleosome.Dnase I.lag.1,TCC_Nucleosome.Dnase I.lag.2,TACC_Dnase I.lag1,TACC_Dnase I.lag2,TACC_Nucleosome.lag1,TACC_Nucleosome.lag2,TACC_Dnase I.Nucleosome.lag.1,TACC_Dnase I.Nucleosome.lag.2,TACC_Nucleosome.Dnase I.lag.1,TACC_Nucleosome.Dnase I.lag.2,PseDNC_Xc1.AA,PseDNC_Xc1.AC,PseDNC_Xc1.AG,PseDNC_Xc1.AT,PseDNC_Xc1.CA,PseDNC_Xc1.CC,PseDNC_Xc1.CG,PseDNC_Xc1.CT,PseDNC_Xc1.GA,PseDNC_Xc1.GC,PseDNC_Xc1.GG,PseDNC_Xc1.GT,PseDNC_Xc1.TA,PseDNC_Xc1.TC,PseDNC_Xc1.TG,PseDNC_Xc1.TT,PseDNC_Xc2.lambda.1,PseDNC_Xc2.lambda.2,PseDNC_Xc2.lambda.3,PseKNC_3_Xc1.AAA,PseKNC_3_Xc1.AAC,PseKNC_3_Xc1.AAG,PseKNC_3_Xc1.AAT,PseKNC_3_Xc1.ACA,PseKNC_3_Xc1.ACC,PseKNC_3_Xc1.ACG,PseKNC_3_Xc1.ACT,PseKNC_3_Xc1.AGA,PseKNC_3_Xc1.AGC,PseKNC_3_Xc1.AGG,PseKNC_3_Xc1.AGT,PseKNC_3_Xc1.ATA,PseKNC_3_Xc1.ATC,PseKNC_3_Xc1.ATG,PseKNC_3_Xc1.ATT,PseKNC_3_Xc1.CAA,PseKNC_3_Xc1.CAC,PseKNC_3_Xc1.CAG,PseKNC_3_Xc1.CAT,PseKNC_3_Xc1.CCA,PseKNC_3_Xc1.CCC,PseKNC_3_Xc1.CCG,PseKNC_3_Xc1.CCT,PseKNC_3_Xc1.CGA,PseKNC_3_Xc1.CGC,PseKNC_3_Xc1.CGG,PseKNC_3_Xc1.CGT,PseKNC_3_Xc1.CTA,PseKNC_3_Xc1.CTC,PseKNC_3_Xc1.CTG,PseKNC_3_Xc1.CTT,PseKNC_3_Xc1.GAA,PseKNC_3_Xc1.GAC,PseKNC_3_Xc1.GAG,PseKNC_3_Xc1.GAT,PseKNC_3_Xc1.GCA,PseKNC_3_Xc1.GCC,PseKNC_3_Xc1.GCG,PseKNC_3_Xc1.GCT,PseKNC_3_Xc1.GGA,PseKNC_3_Xc1.GGC,PseKNC_3_Xc1.GGG,PseKNC_3_Xc1.GGT,PseKNC_3_Xc1.GTA,PseKNC_3_Xc1.GTC,PseKNC_3_Xc1.GTG,PseKNC_3_Xc1.GTT,PseKNC_3_Xc1.TAA,PseKNC_3_Xc1.TAC,PseKNC_3_Xc1.TAG,PseKNC_3_Xc1.TAT,PseKNC_3_Xc1.TCA,PseKNC_3_Xc1.TCC,PseKNC_3_Xc1.TCG,PseKNC_3_Xc1.TCT,PseKNC_3_Xc1.TGA,PseKNC_3_Xc1.TGC,PseKNC_3_Xc1.TGG,PseKNC_3_Xc1.TGT,PseKNC_3_Xc1.TTA,PseKNC_3_Xc1.TTC,PseKNC_3_Xc1.TTG,PseKNC_3_Xc1.TTT,PseKNC_3_Xc2.lambda.1,PseKNC_3_Xc2.lambda.2,PseKNC_3_Xc2.lambda.3,PseKNC_5_Xc1.AAA,PseKNC_5_Xc1.AAC,PseKNC_5_Xc1.AAG,PseKNC_5_Xc1.AAT,PseKNC_5_Xc1.ACA,PseKNC_5_Xc1.ACC,PseKNC_5_Xc1.ACG,PseKNC_5_Xc1.ACT,PseKNC_5_Xc1.AGA,PseKNC_5_Xc1.AGC,PseKNC_5_Xc1.AGG,PseKNC_5_Xc1.AGT,PseKNC_5_Xc1.ATA,PseKNC_5_Xc1.ATC,PseKNC_5_Xc1.ATG,PseKNC_5_Xc1.ATT,PseKNC_5_Xc1.CAA,PseKNC_5_Xc1.CAC,PseKNC_5_Xc1.CAG,PseKNC_5_Xc1.CAT,PseKNC_5_Xc1.CCA,PseKNC_5_Xc1.CCC,PseKNC_5_Xc1.CCG,PseKNC_5_Xc1.CCT,PseKNC_5_Xc1.CGA,PseKNC_5_Xc1.CGC,PseKNC_5_Xc1.CGG,PseKNC_5_Xc1.CGT,PseKNC_5_Xc1.CTA,PseKNC_5_Xc1.CTC,PseKNC_5_Xc1.CTG,PseKNC_5_Xc1.CTT,PseKNC_5_Xc1.GAA,PseKNC_5_Xc1.GAC,PseKNC_5_Xc1.GAG,PseKNC_5_Xc1.GAT,PseKNC_5_Xc1.GCA,PseKNC_5_Xc1.GCC,PseKNC_5_Xc1.GCG,PseKNC_5_Xc1.GCT,PseKNC_5_Xc1.GGA,PseKNC_5_Xc1.GGC,PseKNC_5_Xc1.GGG,PseKNC_5_Xc1.GGT,PseKNC_5_Xc1.GTA,PseKNC_5_Xc1.GTC,PseKNC_5_Xc1.GTG,PseKNC_5_Xc1.GTT,PseKNC_5_Xc1.TAA,PseKNC_5_Xc1.TAC,PseKNC_5_Xc1.TAG,PseKNC_5_Xc1.TAT,PseKNC_5_Xc1.TCA,PseKNC_5_Xc1.TCC,PseKNC_5_Xc1.TCG,PseKNC_5_Xc1.TCT,PseKNC_5_Xc1.TGA,PseKNC_5_Xc1.TGC,PseKNC_5_Xc1.TGG,PseKNC_5_Xc1.TGT,PseKNC_5_Xc1.TTA,PseKNC_5_Xc1.TTC,PseKNC_5_Xc1.TTG,PseKNC_5_Xc1.TTT,PseKNC_5_Xc2.lambda.1,PseKNC_5_Xc2.lambda.2,PseKNC_5_Xc2.lambda.3,PseKNC_5_Xc2.lambda.4,PseKNC_5_Xc2.lambda.5,C3s,A3s,G3s,CAI,CBI,Fop,Nc,GC3s,GC,L_sym,L_aa,Gravy,Aromo,X
HL41_05005,171,67,157,111,74,78,34,95,138,74,128,91,123,62,112,140,69,27,55,20,21,18,7,21,59,28,54,16,33,24,31,23,15,6,26,27,23,20,11,24,7,3,11,13,24,12,26,33,55,15,38,29,13,21,9,31,37,19,34,38,23,10,20,38,32,19,38,34,17,19,7,19,35,24,29,24,43,16,35,46,-0.249,0.011,-0.238,0.012,-0.319,0.012,-0.145,0,-0.249,0.011,-0.238,0.012,-0.203,-0.08,-0.228,-0.217,0.136,0.065,0.515,0.15,-0.203,-0.08,-0.228,-0.217,0.083,0.032,0.076,0.054,0.036,0.038,0.016,0.046,0.067,0.036,0.062,0.044,0.059,0.03,0.054,0.068,0.077,0.063,0.061,0.011,0.004,0.009,0.003,0.003,0.003,0.001,0.003,0.009,0.004,0.009,0.003,0.005,0.004,0.005,0.004,0.002,0.001,0.004,0.004,0.004,0.003,0.002,0.004,0.001,0,0.002,0.002,0.004,0.002,0.004,0.005,0.009,0.002,0.006,0.005,0.002,0.003,0.001,0.005,0.006,0.003,0.005,0.006,0.004,0.002,0.003,0.006,0.005,0.003,0.006,0.005,0.003,0.003,0.001,0.003,0.006,0.004,0.005,0.004,0.007,0.003,0.006,0.007,0.286,0.232,0.222,0.007,0.003,0.006,0.002,0.002,0.002,0.001,0.002,0.006,0.003,0.006,0.002,0.004,0.003,0.003,0.002,0.002,0.001,0.003,0.003,0.002,0.002,0.001,0.003,0.001,0,0.001,0.001,0.003,0.001,0.003,0.004,0.006,0.002,0.004,0.003,0.001,0.002,0.001,0.003,0.004,0.002,0.004,0.004,0.002,0.001,0.002,0.004,0.003,0.002,0.004,0.004,0.002,0.002,0.001,0.002,0.004,0.003,0.003,0.003,0.005,0.002,0.004,0.005,0.194,0.157,0.15,0.165,0.157,0.1889,0.3805,0.245,0.182,-0.033,0.39,45.53,0.34,0.43,533,551,0.041561,0.039927,NA
HL41_05010,28,7,26,9,7,12,3,12,14,10,17,21,21,5,16,13,14,2,10,1,2,2,1,2,9,4,9,4,1,1,6,1,1,0,4,2,3,4,1,4,1,0,0,2,4,1,2,5,4,2,5,3,2,4,0,4,1,2,3,11,9,2,4,6,9,3,7,2,0,2,1,2,3,4,5,4,7,1,4,1,-0.326,-0.029,-0.191,-0.037,-0.355,0.014,-0.184,-0.105,-0.326,-0.029,-0.191,-0.037,-0.288,-0.092,-0.351,-0.145,0.154,0.05,0.526,0.121,-0.288,-0.092,-0.351,-0.145,0.1,0.025,0.093,0.032,0.025,0.043,0.011,0.043,0.05,0.036,0.061,0.075,0.075,0.018,0.057,0.046,0.081,0.067,0.062,0.016,0.002,0.011,0.001,0.002,0.002,0.001,0.002,0.01,0.005,0.01,0.005,0.001,0.001,0.007,0.001,0.001,0,0.005,0.002,0.003,0.005,0.001,0.005,0.001,0,0,0.002,0.005,0.001,0.002,0.006,0.005,0.002,0.006,0.003,0.002,0.005,0,0.005,0.001,0.002,0.003,0.013,0.01,0.002,0.005,0.007,0.01,0.003,0.008,0.002,0,0.002,0.001,0.002,0.003,0.005,0.006,0.005,0.008,0.001,0.005,0.001,0.287,0.24,0.221,0.011,0.002,0.008,0.001,0.002,0.002,0.001,0.002,0.007,0.003,0.007,0.003,0.001,0.001,0.005,0.001,0.001,0,0.003,0.002,0.002,0.003,0.001,0.003,0.001,0,0,0.002,0.003,0.001,0.002,0.004,0.003,0.002,0.004,0.002,0.002,0.003,0,0.003,0.001,0.002,0.002,0.009,0.007,0.002,0.003,0.005,0.007,0.002,0.005,0.002,0,0.002,0.001,0.002,0.002,0.003,0.004,0.003,0.005,0.001,0.003,0.001,0.196,0.162,0.149,0.162,0.157,0.1923,0.4444,0.1803,0.263,0.062,0.435,46.64,0.304,0.438,69,73,0.123288,0.013699,NA
HL41_05015,50,16,25,12,13,9,5,17,18,10,15,12,22,9,10,23,29,8,9,3,7,4,2,3,12,4,6,3,4,1,1,6,4,1,6,2,3,0,2,4,3,1,1,0,3,5,1,8,8,1,3,6,3,3,1,3,1,4,5,5,4,1,1,6,9,6,7,0,0,2,0,7,2,1,3,4,11,2,7,3,-0.206,-0.089,-0.21,0.063,-0.276,0.006,-0.165,-0.014,-0.206,-0.089,-0.21,0.063,-0.401,-0.208,-0.493,-0.329,0.413,0.157,0.624,0.213,-0.401,-0.208,-0.493,-0.329,0.151,0.048,0.075,0.036,0.039,0.027,0.015,0.051,0.054,0.03,0.045,0.036,0.066,0.027,0.03,0.069,0.075,0.062,0.062,0.029,0.008,0.009,0.003,0.007,0.004,0.002,0.003,0.012,0.004,0.006,0.003,0.004,0.001,0.001,0.006,0.004,0.001,0.006,0.002,0.003,0,0.002,0.004,0.003,0.001,0.001,0,0.003,0.005,0.001,0.008,0.008,0.001,0.003,0.006,0.003,0.003,0.001,0.003,0.001,0.004,0.005,0.005,0.004,0.001,0.001,0.006,0.009,0.006,0.007,0,0,0.002,0,0.007,0.002,0.001,0.003,0.004,0.011,0.002,0.007,0.003,0.274,0.231,0.228,0.02,0.006,0.006,0.002,0.005,0.003,0.001,0.002,0.008,0.003,0.004,0.002,0.003,0.001,0.001,0.004,0.003,0.001,0.004,0.001,0.002,0,0.001,0.003,0.002,0.001,0.001,0,0.002,0.004,0.001,0.006,0.006,0.001,0.002,0.004,0.002,0.002,0.001,0.002,0.001,0.003,0.004,0.004,0.003,0.001,0.001,0.004,0.006,0.004,0.005,0,0,0.001,0,0.005,0.001,0.001,0.002,0.003,0.008,0.001,0.005,0.002,0.191,0.159,0.158,0.149,0.156,0.2131,0.5,0.1806,0.204,0.126,0.483,47.47,0.299,0.375,87,88,-0.331818,0.034091,NA
HL41_05020,179,53,106,78,45,44,15,65,104,29,72,43,88,43,55,126,95,18,44,21,13,21,9,10,51,9,34,12,24,16,15,23,17,3,15,10,13,11,1,19,5,3,6,1,13,5,18,29,42,15,24,23,6,3,3,17,27,9,19,17,16,8,4,15,25,17,23,23,13,9,2,19,21,8,13,13,35,14,18,59,-0.199,0.007,-0.191,0.059,-0.27,0.03,-0.108,0.002,-0.199,0.007,-0.191,0.059,-0.186,-0.081,-0.188,-0.137,0.39,0.157,0.607,0.243,-0.186,-0.081,-0.188,-0.137,0.126,0.037,0.075,0.055,0.032,0.031,0.011,0.046,0.073,0.02,0.051,0.03,0.062,0.03,0.039,0.089,0.071,0.061,0.062,0.023,0.004,0.011,0.005,0.003,0.005,0.002,0.002,0.012,0.002,0.008,0.003,0.006,0.004,0.004,0.006,0.004,0.001,0.004,0.002,0.003,0.003,0,0.005,0.001,0.001,0.001,0,0.003,0.001,0.004,0.007,0.01,0.004,0.006,0.006,0.001,0.001,0.001,0.004,0.006,0.002,0.005,0.004,0.004,0.002,0.001,0.004,0.006,0.004,0.006,0.006,0.003,0.002,0,0.005,0.005,0.002,0.003,0.003,0.008,0.003,0.004,0.014,0.269,0.226,0.23,0.016,0.003,0.007,0.003,0.002,0.003,0.001,0.002,0.008,0.001,0.006,0.002,0.004,0.003,0.002,0.004,0.003,0,0.002,0.002,0.002,0.002,0,0.003,0.001,0,0.001,0,0.002,0.001,0.003,0.005,0.007,0.002,0.004,0.004,0.001,0,0,0.003,0.004,0.001,0.003,0.003,0.003,0.001,0.001,0.002,0.004,0.003,0.004,0.004,0.002,0.001,0,0.003,0.003,0.001,0.002,0.002,0.006,0.002,0.003,0.01,0.184,0.155,0.157,0.158,0.158,0.1742,0.4948,0.1654,0.194,-0.062,0.392,41.04,0.249,0.365,378,381,-0.666929,0.104987,NA
HL41_05025,49,18,46,34,17,29,6,35,40,21,36,27,41,19,36,46,19,6,18,6,3,10,0,5,15,8,18,5,8,10,8,8,7,1,3,6,7,7,3,12,2,1,1,2,7,4,12,12,11,7,11,10,4,6,2,9,11,4,7,14,13,1,7,6,12,4,14,11,3,6,1,9,12,8,10,6,13,4,9,20,-0.254,0.008,-0.182,-0.041,-0.291,-0.002,-0.143,-0.065,-0.254,0.008,-0.182,-0.041,-0.115,-0.043,-0.132,-0.012,0.122,0.039,0.505,0.124,-0.115,-0.043,-0.132,-0.012,0.078,0.029,0.073,0.054,0.027,0.046,0.01,0.056,0.064,0.033,0.057,0.043,0.065,0.03,0.057,0.073,0.077,0.065,0.063,0.01,0.003,0.009,0.003,0.002,0.005,0,0.003,0.008,0.004,0.009,0.003,0.004,0.005,0.004,0.004,0.004,0.001,0.002,0.003,0.004,0.004,0.002,0.006,0.001,0.001,0.001,0.001,0.004,0.002,0.006,0.006,0.006,0.004,0.006,0.005,0.002,0.003,0.001,0.005,0.006,0.002,0.004,0.007,0.007,0.001,0.004,0.003,0.006,0.002,0.007,0.006,0.002,0.003,0.001,0.005,0.006,0.004,0.005,0.003,0.007,0.002,0.005,0.01,0.28,0.236,0.226,0.007,0.002,0.006,0.002,0.001,0.004,0,0.002,0.005,0.003,0.006,0.002,0.003,0.004,0.003,0.003,0.002,0,0.001,0.002,0.002,0.002,0.001,0.004,0.001,0,0,0.001,0.002,0.001,0.004,0.004,0.004,0.002,0.004,0.004,0.001,0.002,0.001,0.003,0.004,0.001,0.002,0.005,0.005,0,0.002,0.002,0.004,0.001,0.005,0.004,0.001,0.002,0,0.003,0.004,0.003,0.004,0.002,0.005,0.001,0.003,0.007,0.191,0.16,0.154,0.161,0.159,0.2188,0.3358,0.2333,0.204,-0.11,0.348,43.04,0.348,0.422,161,166,0.120482,0.066265,NA
HL41_05030,73,16,39,22,14,15,8,16,42,15,17,12,21,7,22,23,40,6,17,9,4,5,4,3,22,5,8,4,6,4,9,3,5,2,5,2,5,3,1,6,3,3,1,1,5,0,4,7,18,7,11,6,2,7,2,4,11,4,1,1,4,0,3,5,10,1,6,4,3,0,1,3,6,3,7,6,6,3,6,8,-0.241,0.004,-0.148,0.08,-0.268,0.073,-0.125,-0.002,-0.241,0.004,-0.148,0.08,-0.432,-0.285,-0.487,-0.381,0.432,0.263,0.757,0.336,-0.432,-0.285,-0.487,-0.381,0.164,0.036,0.088,0.049,0.031,0.034,0.018,0.036,0.094,0.034,0.038,0.027,0.047,0.016,0.049,0.052,0.069,0.057,0.061,0.031,0.005,0.013,0.007,0.003,0.004,0.003,0.002,0.017,0.004,0.006,0.003,0.005,0.003,0.007,0.002,0.004,0.002,0.004,0.002,0.004,0.002,0.001,0.005,0.002,0.002,0.001,0.001,0.004,0,0.003,0.005,0.014,0.005,0.009,0.005,0.002,0.005,0.002,0.003,0.009,0.003,0.001,0.001,0.003,0,0.002,0.004,0.008,0.001,0.005,0.003,0.002,0,0.001,0.002,0.005,0.002,0.005,0.005,0.005,0.002,0.005,0.006,0.266,0.219,0.234,0.022,0.003,0.009,0.005,0.002,0.003,0.002,0.002,0.012,0.003,0.004,0.002,0.003,0.002,0.005,0.002,0.003,0.001,0.003,0.001,0.003,0.002,0.001,0.003,0.002,0.002,0.001,0.001,0.003,0,0.002,0.004,0.01,0.004,0.006,0.003,0.001,0.004,0.001,0.002,0.006,0.002,0.001,0.001,0.002,0,0.002,0.003,0.005,0.001,0.003,0.002,0.002,0,0.001,0.002,0.003,0.002,0.004,0.003,0.003,0.002,0.003,0.004,0.184,0.15,0.161,0.149,0.161,0.2533,0.55,0.1957,0.188,0.046,0.444,42.29,0.316,0.386,117,120,-0.775,0.033333,NA
HL41_05035,731,300,422,308,241,279,97,388,379,147,282,204,410,279,211,550,350,133,160,87,67,111,34,88,170,64,123,65,103,86,38,81,95,29,71,46,56,68,21,134,38,12,31,16,81,72,64,171,151,56,87,85,40,36,16,55,103,37,65,77,61,41,29,73,135,82,104,89,78,64,26,111,68,34,63,46,165,80,80,225,-0.187,-0.033,-0.191,-0.014,-0.251,-0.011,-0.124,-0.048,-0.187,-0.033,-0.191,-0.014,-0.189,-0.086,-0.266,-0.169,0.327,0.137,0.578,0.202,-0.189,-0.086,-0.266,-0.169,0.112,0.046,0.065,0.047,0.037,0.043,0.015,0.06,0.058,0.023,0.043,0.031,0.063,0.043,0.032,0.085,0.072,0.062,0.061,0.018,0.007,0.008,0.004,0.003,0.006,0.002,0.005,0.009,0.003,0.006,0.003,0.005,0.004,0.002,0.004,0.005,0.001,0.004,0.002,0.003,0.004,0.001,0.007,0.002,0.001,0.002,0.001,0.004,0.004,0.003,0.009,0.008,0.003,0.004,0.004,0.002,0.002,0.001,0.003,0.005,0.002,0.003,0.004,0.003,0.002,0.001,0.004,0.007,0.004,0.005,0.005,0.004,0.003,0.001,0.006,0.004,0.002,0.003,0.002,0.009,0.004,0.004,0.012,0.272,0.232,0.226,0.012,0.005,0.006,0.003,0.002,0.004,0.001,0.003,0.006,0.002,0.004,0.002,0.004,0.003,0.001,0.003,0.003,0.001,0.003,0.002,0.002,0.002,0.001,0.005,0.001,0,0.001,0.001,0.003,0.003,0.002,0.006,0.005,0.002,0.003,0.003,0.001,0.001,0.001,0.002,0.004,0.001,0.002,0.003,0.002,0.001,0.001,0.003,0.005,0.003,0.004,0.003,0.003,0.002,0.001,0.004,0.002,0.001,0.002,0.002,0.006,0.003,0.003,0.008,0.187,0.16,0.155,0.16,0.154,0.2374,0.461,0.1761,0.179,-0.016,0.398,45.35,0.316,0.386,1724,1742,-0.205224,0.091274,NA
HL41_05040,78,31,44,45,28,43,14,54,38,30,35,33,54,35,43,60,33,13,17,14,2,13,6,10,17,10,10,7,13,9,10,13,12,4,3,9,9,9,6,19,5,1,5,3,13,8,10,23,15,6,8,9,8,10,1,11,9,8,8,10,7,7,11,8,18,8,16,12,9,11,1,14,7,11,12,13,21,11,12,16,-0.241,0.008,-0.233,0.006,-0.299,0.012,-0.169,0.001,-0.241,0.008,-0.233,0.006,-0.245,-0.136,-0.272,-0.178,0.187,0.137,0.572,0.195,-0.245,-0.136,-0.272,-0.178,0.093,0.037,0.052,0.054,0.033,0.051,0.017,0.064,0.045,0.036,0.042,0.039,0.064,0.042,0.051,0.071,0.079,0.064,0.065,0.013,0.005,0.006,0.005,0.001,0.005,0.002,0.004,0.006,0.004,0.004,0.003,0.005,0.003,0.004,0.005,0.005,0.002,0.001,0.003,0.003,0.003,0.002,0.007,0.002,0,0.002,0.001,0.005,0.003,0.004,0.009,0.006,0.002,0.003,0.003,0.003,0.004,0,0.004,0.003,0.003,0.003,0.004,0.003,0.003,0.004,0.003,0.007,0.003,0.006,0.005,0.003,0.004,0,0.005,0.003,0.004,0.005,0.005,0.008,0.004,0.005,0.006,0.283,0.232,0.231,0.009,0.003,0.004,0.004,0.001,0.003,0.002,0.003,0.004,0.003,0.003,0.002,0.003,0.002,0.003,0.003,0.003,0.001,0.001,0.002,0.002,0.002,0.002,0.005,0.001,0,0.001,0.001,0.003,0.002,0.003,0.006,0.004,0.002,0.002,0.002,0.002,0.003,0,0.003,0.002,0.002,0.002,0.003,0.002,0.002,0.003,0.002,0.005,0.002,0.004,0.003,0.002,0.003,0,0.004,0.002,0.003,0.003,0.003,0.006,0.003,0.003,0.004,0.195,0.159,0.159,0.156,0.157,0.237,0.3851,0.1818,0.189,-0.049,0.378,46.16,0.318,0.415,217,221,0.104977,0.045249,NA
HL41_05050,93,28,68,48,21,20,10,41,63,17,62,39,60,27,41,75,37,11,33,11,5,10,5,8,26,6,31,5,18,8,11,11,6,0,11,4,5,3,1,11,3,1,5,1,9,4,10,18,21,11,7,24,3,2,3,9,21,4,14,23,10,2,7,20,29,6,17,8,8,5,1,13,13,6,12,10,23,13,13,26,-0.224,-0.036,-0.122,-0.019,-0.26,-0.021,-0.126,-0.071,-0.224,-0.036,-0.122,-0.019,-0.099,-0.001,-0.179,-0.1,0.191,0.069,0.468,0.139,-0.099,-0.001,-0.179,-0.1,0.104,0.031,0.076,0.054,0.024,0.022,0.011,0.046,0.071,0.019,0.069,0.044,0.067,0.03,0.046,0.084,0.074,0.066,0.061,0.014,0.004,0.012,0.004,0.002,0.004,0.002,0.003,0.01,0.002,0.012,0.002,0.007,0.003,0.004,0.004,0.002,0,0.004,0.001,0.002,0.001,0,0.004,0.001,0,0.002,0,0.003,0.001,0.004,0.007,0.008,0.004,0.003,0.009,0.001,0.001,0.001,0.003,0.008,0.001,0.005,0.009,0.004,0.001,0.003,0.007,0.011,0.002,0.006,0.003,0.003,0.002,0,0.005,0.005,0.002,0.004,0.004,0.009,0.005,0.005,0.01,0.271,0.24,0.224,0.01,0.003,0.008,0.003,0.001,0.003,0.001,0.002,0.007,0.002,0.008,0.001,0.005,0.002,0.003,0.003,0.002,0,0.003,0.001,0.001,0.001,0,0.003,0.001,0,0.001,0,0.002,0.001,0.003,0.005,0.005,0.003,0.002,0.006,0.001,0.001,0.001,0.002,0.005,0.001,0.004,0.006,0.003,0.001,0.002,0.005,0.007,0.002,0.004,0.002,0.002,0.001,0,0.003,0.003,0.002,0.003,0.003,0.006,0.003,0.003,0.007,0.186,0.166,0.153,0.158,0.154,0.1299,0.4084,0.2614,0.183,0.012,0.406,43.56,0.301,0.384,229,237,-0.24135,0.07173,NA
HL41_05060,72,26,56,52,20,20,11,36,51,17,30,31,62,24,33,58,37,9,16,10,6,6,4,10,23,9,13,10,17,11,11,13,3,2,9,6,5,3,3,9,5,0,2,4,7,4,9,16,14,9,11,17,4,5,0,8,6,6,6,12,9,1,7,14,18,6,20,18,5,6,4,9,17,2,9,5,29,8,6,15,-0.262,-0.085,-0.234,-0.056,-0.314,-0.068,-0.189,-0.093,-0.262,-0.085,-0.234,-0.056,-0.227,-0.081,-0.224,-0.146,0.146,0.151,0.575,0.166,-0.227,-0.081,-0.224,-0.146,0.094,0.034,0.073,0.068,0.026,0.026,0.014,0.047,0.066,0.022,0.039,0.04,0.081,0.031,0.043,0.076,0.083,0.072,0.065,0.015,0.004,0.007,0.004,0.002,0.002,0.002,0.004,0.009,0.004,0.005,0.004,0.007,0.004,0.004,0.005,0.001,0.001,0.004,0.002,0.002,0.001,0.001,0.004,0.002,0,0.001,0.002,0.003,0.002,0.004,0.007,0.006,0.004,0.004,0.007,0.002,0.002,0,0.003,0.002,0.002,0.002,0.005,0.004,0,0.003,0.006,0.007,0.002,0.008,0.007,0.002,0.002,0.002,0.004,0.007,0.001,0.004,0.002,0.012,0.003,0.002,0.006,0.285,0.25,0.221,0.01,0.003,0.004,0.003,0.002,0.002,0.001,0.003,0.006,0.003,0.004,0.003,0.005,0.003,0.003,0.004,0.001,0.001,0.003,0.002,0.001,0.001,0.001,0.003,0.001,0,0.001,0.001,0.002,0.001,0.003,0.004,0.004,0.003,0.003,0.005,0.001,0.001,0,0.002,0.002,0.002,0.002,0.003,0.003,0,0.002,0.004,0.005,0.002,0.006,0.005,0.001,0.002,0.001,0.003,0.005,0.001,0.003,0.001,0.008,0.002,0.002,0.004,0.194,0.17,0.15,0.159,0.16,0.2051,0.3987,0.2197,0.194,0.049,0.427,47.63,0.318,0.362,192,199,0.094975,0.050251,NA
